transaction_id,customer_id,transaction_amount,transaction_date
"1,720",249,99.62,2023-06-30
"1,721",441,255.46,2023-02-19
"1,722",444,230.75,2023-11-05
"1,723",400,45.08,2023-04-22
"1,724",102,190.76,2023-08-26
"1,725",338,369.84,2023-03-11
"1,726",402,218.29,2023-11-12
"1,727",43,211.59,2023-08-21
"1,728",207,364.28,2023-08-29
"1,729",349,372.1,2023-03-01
"1,730",142,437.71,2023-06-29
"1,731",437,183.24,2023-04-01
"1,732",86,167.91,2023-11-17
"1,733",63,79.45,2023-01-11
"1,734",393,376.72,2023-03-18
"1,735",191,207.41,2023-01-18
"1,736",83,442.56,2023-12-07
"1,737",216,385.11,2023-03-22
"1,738",308,296.33,2023-04-20
"1,739",152,269.74,2023-02-27
"1,740",484,223.87,2023-05-21
"1,741",29,416.95,2023-02-07
"1,742",468,495.12,2023-07-14
"1,743",346,147.38,2023-05-21
"1,744",131,482.97,2023-09-11
"1,745",321,319.75,2023-01-06
"1,746",349,267.39,2023-10-13
"1,747",454,147.8,2023-07-08
"1,748",296,13.66,2023-07-12
"1,749",342,138.19,2023-06-09
"1,750",420,487.42,2023-12-01
"1,751",449,431.03,2023-07-21
"1,752",167,121.46,2023-09-19
"1,753",497,336.97,2023-05-21
"1,754",337,389.09,2023-10-20
"1,755",321,465.07,2023-07-18
"1,756",227,67.28,2023-08-19
"1,757",27,491.1,2023-11-05
"1,758",138,298.38,2023-09-03
"1,759",333,51.67,2023-11-10
"1,760",331,430.64,2023-08-30
"1,761",401,284.09,2023-03-27
"1,762",6,41.86,2023-06-06
"1,763",29,220.49,2023-04-13
"1,764",314,428.03,2023-12-08
"1,765",378,480.39,2023-07-28
"1,766",292,409.22,2023-03-26
"1,767",6,324.32,2023-01-06
"1,768",174,461.46,2023-07-14
"1,769",403,469.64,2023-11-29
"1,770",478,487.95,2023-09-25
"1,771",396,231.96,2023-02-05
"1,772",427,293.62,2023-03-29
"1,773",434,222.95,2023-10-13
"1,774",218,246.95,2023-12-01
"1,775",312,125.63,2023-01-01
"1,776",498,184.83,2023-09-18
"1,777",162,257.33,2023-03-17
"1,778",16,282.82,2023-07-01
"1,779",148,218.74,2023-05-28
"1,780",24,395.39,2023-12-27
"1,781",181,239.46,2023-12-29
"1,782",49,432.1,2023-07-17
"1,783",221,395.45,2023-02-16
"1,784",466,486.79,2023-06-27
"1,785",311,96.69,2023-06-13
"1,786",177,102.07,2023-04-13
"1,787",381,26.66,2023-12-06
"1,788",378,474.69,2023-08-01
"1,789",343,143.58,2023-01-02
"1,790",111,456.23,2023-10-11
"1,791",436,144.58,2023-10-24
"1,792",195,269.87,2023-03-04
"1,793",187,469.37,2023-10-15
"1,794",490,370.5,2023-06-30
"1,795",21,266.37,2023-07-10
"1,796",389,304.58,2023-02-05
"1,797",210,107.55,2023-11-12
"1,798",144,28.1,2023-01-25
"1,799",456,63.98,2023-02-06
"1,800",158,474.99,2023-11-12
"1,801",187,213.23,2023-08-01
"1,802",277,126.6,2023-01-26
"1,803",445,482.93,2023-09-27
"1,804",428,150.68,2023-05-17
"1,805",123,32.1,2023-09-19
"1,806",407,358.3,2023-03-01
"1,807",138,357.95,2023-06-24
"1,808",22,422.75,2023-12-16
"1,809",220,401.46,2023-07-09
"1,810",229,34.8,2023-02-26
"1,811",312,454.45,2023-12-12
"1,812",455,446,2023-12-23
"1,813",272,105.47,2023-05-27
"1,814",492,433.92,2023-06-17
"1,815",196,426.5,2023-08-28
"1,816",178,108.53,2023-04-25
"1,817",471,303.54,2023-07-20
"1,818",13,384.22,2023-04-12
"1,819",71,164.42,2023-01-08
"1,820",31,212.93,2023-11-20
"1,821",387,277.32,2023-03-11
"1,822",117,317.03,2023-05-01
"1,823",22,430.55,2023-10-15
"1,824",444,233.56,2023-11-03
"1,825",450,174.67,2023-01-24
"1,826",405,190,2023-10-02
"1,827",55,459.31,2023-03-22
"1,828",441,115.79,2023-07-23
"1,829",348,334.64,2023-10-08
"1,830",442,323.64,2023-11-12
"1,831",387,66.01,2023-06-05
"1,832",394,132.05,2023-04-16
"1,833",160,464.82,2023-01-24
"1,834",235,122.31,2023-03-17
"1,835",291,216.88,2023-02-15
"1,836",434,375.58,2023-04-20
"1,837",488,16.38,2023-09-23
"1,838",275,150.35,2023-10-26
"1,839",499,64.2,2023-07-12
"1,840",488,306.72,2023-10-25
"1,841",400,464.22,2023-06-06
"1,842",332,248.31,2023-10-27
"1,843",178,418.95,2023-08-28
"1,844",205,385.14,2023-05-16
"1,845",161,96.37,2023-04-07
"1,846",406,455.29,2023-05-23
"1,847",68,56.61,2023-03-11
"1,848",183,459.14,2023-06-30
"1,849",363,262.67,2023-04-14
"1,850",185,261.7,2023-10-23
"1,851",416,333.3,2023-03-12
"1,852",109,440.67,2023-03-11
"1,853",304,253.63,2023-09-26
"1,854",78,48.6,2023-12-09
"1,855",73,389.4,2023-04-13
"1,856",178,417.02,2023-05-04
"1,857",296,435.35,2023-06-29
"1,858",245,161.47,2023-01-30
"1,859",145,32.14,2023-04-12
"1,860",106,200.16,2023-02-13
"1,861",222,385.37,2023-09-14
"1,862",364,288.65,2023-09-04
"1,863",65,252.53,2023-06-30
"1,864",141,243.4,2023-11-25
"1,865",394,255.62,2023-05-14
"1,866",71,493.34,2023-12-21
"1,867",438,168.4,2023-10-03
"1,868",166,55.16,2023-03-27
"1,869",268,411.94,2023-11-17
"1,870",2,473.88,2023-10-31
"1,871",41,465.01,2023-08-02
"1,872",450,34.91,2023-09-07
"1,873",34,210.53,2023-11-09
"1,874",47,170.94,2023-03-16
"1,875",263,282.14,2023-11-06
"1,876",478,203.85,2023-04-24
"1,877",167,71.95,2023-03-03
"1,878",132,481.86,2023-08-14
"1,879",37,150.61,2023-08-18
"1,880",428,331.53,2023-04-03
"1,881",454,71.37,2023-12-26
"1,882",13,419.26,2023-10-16
"1,883",395,121.65,2023-09-05
"1,884",347,283.07,2023-04-15
"1,885",216,74.98,2023-06-17
"1,886",297,279.19,2023-07-23
"1,887",162,149,2023-04-29
"1,888",437,454.87,2023-09-30
"1,889",308,455.05,2023-10-09
"1,890",122,491.64,2023-03-28
"1,891",394,179.16,2023-11-20
"1,892",350,239.68,2023-02-01
"1,893",138,140.85,2023-12-17
"1,894",114,287.54,2023-02-27
"1,895",424,237.96,2023-06-13
"1,896",400,358.02,2023-03-20
"1,897",52,120.31,2023-11-19
"1,898",490,92.96,2023-04-18
"1,899",112,262.58,2023-12-18
"1,900",312,460.22,2023-11-22
"1,901",471,499.17,2023-07-25
"1,902",23,405.48,2023-11-08
"1,903",396,457.38,2023-10-01
"1,904",456,61.39,2023-11-26
"1,905",127,249.07,2023-04-01
"1,906",42,343.98,2023-03-18
"1,907",212,426.2,2023-10-22
"1,908",225,268.55,2023-04-06
"1,909",117,106.66,2023-01-28
"1,910",484,323.15,2023-06-04
"1,911",122,414.17,2023-04-05
"1,912",33,384.76,2023-11-02
"1,913",291,94.42,2023-08-14
"1,914",377,240.46,2023-02-12
"1,915",342,264.28,2023-04-30
"1,916",1,498.78,2023-10-20
"1,917",284,11.48,2023-11-28
"1,918",290,474.07,2023-09-27
"1,919",355,40.17,2023-01-26
"1,920",331,325.87,2023-07-01
"1,921",273,192.6,2023-04-05
"1,922",193,248.8,2023-05-26
"1,923",295,221.77,2023-09-01
"1,924",85,433.18,2023-05-24
"1,925",453,68.88,2023-05-17
"1,926",391,284.67,2023-05-07
"1,927",144,422.77,2023-12-03
"1,928",131,177.23,2023-12-02
"1,929",416,167.14,2023-06-25
"1,930",48,332.35,2023-11-26
"1,931",495,404.19,2023-06-27
"1,932",30,481.64,2023-06-26
"1,933",374,387,2023-10-09
"1,934",282,340.42,2023-05-31
"1,935",379,236.6,2023-05-03
"1,936",229,373.37,2023-01-07
"1,937",224,194.14,2023-03-17
"1,938",453,157.74,2023-07-17
"1,939",346,56.87,2023-01-06
"1,940",327,179.74,2023-12-20
"1,941",93,376.96,2023-06-04
"1,942",209,359.98,2023-01-01
"1,943",463,326.33,2023-10-03
"1,944",443,60.06,2023-10-20
"1,945",227,391.18,2023-11-21
"1,946",208,193.78,2023-04-22
"1,947",10,352.33,2023-05-19
"1,948",12,478.44,2023-12-12
"1,949",85,155.63,2023-12-27
"1,950",175,242.98,2023-08-20
"1,951",94,430.05,2023-07-09
"1,952",6,32.02,2023-10-30
"1,953",369,492.69,2023-11-28
"1,954",156,338.8,2023-03-07
"1,955",109,302.77,2023-07-15
"1,956",338,76.6,2023-03-05
"1,957",239,331.33,2023-09-07
"1,958",60,295.81,2023-07-27
"1,959",172,30.74,2023-03-17
"1,960",25,171.04,2023-05-30
"1,961",472,475.44,2023-11-17
"1,962",85,37.71,2023-06-18
"1,963",438,26.38,2023-01-26
"1,964",470,251.07,2023-03-18
"1,965",381,202.78,2023-04-06
"1,966",32,382.15,2023-03-08
"1,967",122,71.34,2023-06-13
"1,968",491,217.67,2023-11-18
"1,969",269,297,2023-03-08
"1,970",156,287.05,2023-02-24
"1,971",38,61.26,2023-02-26
"1,972",73,35.84,2023-07-04
"1,973",365,417.24,2023-09-06
"1,974",26,179.8,2023-11-07
"1,975",146,386.86,2023-11-08
"1,976",434,249.47,2023-04-29
"1,977",155,121.49,2023-05-24
"1,978",8,330.26,2023-01-16
"1,979",12,401.17,2023-07-04
"1,980",59,97.81,2023-02-18
"1,981",429,330.5,2023-02-12
"1,982",4,127.29,2023-08-03
"1,983",174,323.87,2023-10-14
"1,984",323,377.87,2023-09-27
"1,985",44,11.2,2023-11-23
"1,986",367,496.47,2023-09-23
"1,987",474,279.94,2023-04-03
"1,988",453,320.21,2023-11-02
"1,989",437,81.97,2023-07-18
"1,990",490,428.28,2023-09-30
"1,991",324,439.04,2023-11-12
"1,992",290,30.64,2023-09-27
"1,993",185,497.05,2023-10-08
"1,994",55,11.28,2023-01-18
"1,995",351,473.69,2023-06-22
"1,996",15,149.36,2023-10-07
"1,997",384,123.92,2023-11-07
"1,998",371,61.57,2023-05-09
"1,999",132,400.76,2023-05-01
"2,000",15,313.31,2023-03-30
